Variable_Level Variable_Size Variable_Capacity Contribution_0 Contribution_1 Mutability_0 Mutability_1 Mutability_2 Capacity_1 Capacity_2
1 10 5 0.534 0.466 51.300 0.000 0.000 5.000 2.000
1 10 5 0.573 0.427 51.000 0.000 0.000 5.000 2.000
1 10 5 0.632 0.368 55.700 0.000 0.000 5.000 2.000
1 10 5 0.684 0.316 54.900 0.000 0.000 5.000 2.000
1 10 5 0.749 0.251 54.500 0.000 0.000 5.000 2.000
1 10 5 0.806 0.194 53.300 0.000 0.000 5.000 2.000
1 10 5 0.882 0.118 53.100 0.000 0.000 5.000 2.000
1 10 5 0.962 0.038 52.500 0.000 0.000 5.000 2.000
1 10 5 0.990 0.010 53.300 0.000 0.000 5.000 2.000
1 10 5 0.991 0.009 56.800 0.000 0.000 5.000 2.000
